"tract","Name","Incarceration_Rate_rP_gP_p50"
24510230300,"South Baltimore, Baltimore, MD",0.0341
24510280200,"Gwynn Oak, Baltimore, MD",0.034
24005452000,"Sparrows Point, MD",0.0336
24510270805,"Mid-Govans, Baltimore, MD",0.0335
24510230100,"Baltimore, MD",0.0334
24510140100,"Bolton Hill, Baltimore, MD",0.0332
24510271900,"Glen, Baltimore, MD",0.0332
24005420402,"Dundalk, MD",0.033
24510010100,"Canton, Baltimore, MD",0.0327
24510010400,"Canton, Baltimore, MD",0.0327
24005403201,"Gwynn Oak, Lochearn, MD",0.0327
24510271002,"Winston - Govans, Baltimore, MD",0.0326
24510270802,"Ramblewood, Baltimore, MD",0.0325
24510060200,"Baltimore, MD",0.0322
24510080102,"Belair - Edison, Baltimore, MD",0.0321
24005451401,"Middle River, MD",0.0321
24510280500,"Pleasant View Gardens, Baltimore, MD",0.032
24005402307,"Pikesville, MD",0.0317
24510280102,"Gwynn Oak, Baltimore, MD",0.0316
24005421200,"Dundalk, MD",0.0313
24510260302,"Belair - Edison, Baltimore, MD",0.0312
24510260102,"Frankford, Baltimore, MD",0.031
24510250500,"Curtis Bay, Baltimore, MD",0.0309
24005430300,"Lansdowne - Baltimore Highlands, Halethorpe, MD",0.0309
24005401302,"Gwynn Oak, Baltimore, MD",0.0308
24510090500,"Better Waverly, Baltimore, MD",0.0306
24510150900,"Windsor Hills, Baltimore, MD",0.0302
24005401200,"Woodlawn, MD",0.0302
24510270901,"New Northwood, Baltimore, MD",0.0299
24005451801,"Middle River, MD",0.0295
24005451701,"Middle River, MD",0.0292
24005400701,"Catonsville, MD",0.0291
24005491600,"Parkville, MD",0.029
24005451000,"Essex, MD",0.0288
24510240100,"Locust Point, Baltimore, MD",0.0288
24005402303,"Windsor Mill, Baltimore, MD",0.0287
24005441000,"Baltimore, MD",0.0287
24510250207,"Cherry Hill, Baltimore, MD",0.0284
24510250101,"Beechfield, Baltimore, MD",0.0283
24005451600,"Middle River, MD",0.0281
24510160500,"Bridgeview-Greenlawn, Baltimore, MD",0.0281
24005452500,"Dundalk, MD",0.0278
24005402302,"Windsor Mill, Milford Mill, MD",0.0274
24510270902,"Perring Loch, Baltimore, MD",0.0273
24510270803,"Loch Raven, Baltimore, MD",0.0271
24005402603,"Randallstown, MD",0.027
24510080500,"Darley Park, Baltimore, MD",0.0268
24510150200,"Sandtown-Winchester, Baltimore, MD",0.0266
24005402304,"Gwynn Oak, Baltimore, MD",0.0264
24510250205,"Lakeland, Baltimore, MD",0.0263
24510250303,"Morrell Park, Baltimore, MD",0.0262
24005420702,"Dundalk, MD",0.026
24510020100,"Upper Fells Point, Baltimore, MD",0.0259
24027606706,"Kendall Ridge, Columbia, MD",0.0258
24005402306,"Windsor Mill, Baltimore, MD",0.0258
24005402503,"Randallstown, MD",0.0258
24005450504,"Essex, MD",0.0257
24510180200,"Poppleton, Baltimore, MD",0.0257
24003751102,"Glen Burnie, MD",0.0255
24510090300,"Ednor Gardens - Lakeside, Baltimore, MD",0.0254
24510130806,"Woodberry, Baltimore, MD",0.0253
24510260900,"Baltimore, MD",0.0247
24510151200,"Park Circle, Baltimore, MD",0.0246
24005440300,"Nottingham, MD",0.0244
24510250204,"Cherry Hill, Baltimore, MD",0.0243
24510030200,"Little Italy, Baltimore, MD",0.024
24510090200,"Ednor Gardens - Lakeside, Baltimore, MD",0.024
24510260404,"Baltimore Highlands, Baltimore, MD",0.0239
24005420401,"Dundalk, MD",0.0239
24510270501,"Woodring, Baltimore, MD",0.0239
24005440701,"Rosedale, MD",0.0236
24005430200,"Lansdowne - Baltimore Highlands, Lansdowne, MD",0.0235
24510180300,"Hollins Market, Baltimore, MD",0.0234
24027601203,"Elkridge, MD",0.0234
24510240400,"Riverside Park, Baltimore, MD",0.0233
24027601108,"Ellicott City, MD",0.0231
24510190300,"Mount Clare, Baltimore, MD",0.0228
24005440702,"Rosedale, MD",0.0228
24510270102,"Waltherson, Baltimore, MD",0.0227
24005400800,"Catonsville, MD",0.0226
24510070100,"Baltimore, MD",0.0223
24005450503,"Essex, MD",0.0223
24510150701,"Hanlon Longwood, Baltimore, MD",0.0223
24005492001,"Parkville, MD",0.0223
24510160600,"Mosher, Baltimore, MD",0.0222
24005402604,"Randallstown, MD",0.0221
24005450400,"Essex, MD",0.022
24510270301,"Lauraville, Baltimore, MD",0.0218
24005421102,"Dundalk, MD",0.0217
24005421000,"Dundalk, MD",0.0216
24005401507,"Windsor Mill, Baltimore, MD",0.0215
24510270702,"Harford - Echodale - Perring Parkway, Baltimore, MD",0.0215
24005490900,"Towson, MD",0.0213
24510260101,"Cedmont, Baltimore, MD",0.0212
24005401000,"Catonsville, MD",0.0211
24510100200,"Baltimore, MD",0.021
24005400702,"Baltimore, MD",0.0207
24510280401,"Baltimore, MD",0.0205
24005450200,"Essex, MD",0.0204
24510151100,"East Arlington, Baltimore, MD",0.0204
24027606707,"Columbia, MD",0.0204
24005401301,"Woodlawn, MD",0.0203
24510120300,"Harwood, Baltimore, MD",0.0202
24005400100,"Catonsville, MD",0.0198
24005452400,"Dundalk, MD",0.0198
24510270701,"Harford - Echodale - Perring Parkway, Baltimore, MD",0.0198
24005401506,"Windsor Mill, Baltimore, MD",0.0197
24510270101,"Arcadia, Baltimore, MD",0.0196
24005403202,"Gwynn Oak, Baltimore, MD",0.0196
24510080101,"Belair - Edison, Baltimore, MD",0.0194
24005402406,"Windsor Mill, Milford Mill, MD",0.0192
24510270804,"Lake Walker, Baltimore, MD",0.0191
24005450900,"Essex, MD",0.019
24005491500,"Parkville, MD",0.0186
24005451803,"Middle River, MD",0.0186
24005451200,"Middle River, MD",0.0185
24510280404,"Irvington, Baltimore, MD",0.0185
24510260501,"Joseph Lee, Baltimore, MD",0.0184
24005491401,"Parkville, MD",0.0181
24510210200,"Pigtown, Baltimore, MD",0.0179
24005492300,"Essex, MD",0.0178
24005492101,"Parkville, MD",0.0175
24510010200,"Patterson Park, Baltimore, MD",0.0175
24005402505,"Randallstown, MD",0.0174
24027601201,"Elkridge, MD",0.017
24510270401,"Glenham-Belford, Baltimore, MD",0.0168
24003750801,"Glen Burnie, MD",0.0168
24003750202,"Brooklyn Park, MD",0.0167
24005452300,"Baltimore, MD",0.0167
24005401505,"Catonsville, MD",0.0163
24003750201,"Brooklyn, Baltimore, MD",0.0162
24005452100,"Sparrows Point, MD",0.0161
24510270200,"Lauraville, Baltimore, MD",0.0161
24510130600,"Hampden, Baltimore, MD",0.0161
24510150400,"Mondawmin, Baltimore, MD",0.016
24510080600,"Broadway East, Baltimore, MD",0.0158
24005411307,"Nottingham, MD",0.0156
24003750300,"Linthicum Heights, MD",0.0156
24005402509,"Owings Mills, MD",0.0156
24005420200,"Dundalk, MD",0.0154
24027602800,"Ellicott City, MD",0.0154
24510250401,"Brooklyn, Baltimore, MD",0.0154
24005401101,"Woodlawn, MD",0.0154
24005420301,"Dundalk, MD",0.0153
24005451300,"Middle River, MD",0.0152
24005450300,"Essex, MD",0.0152
24027601104,"Ellicott City, MD",0.0151
24510250402,"Brooklyn, Baltimore, MD",0.0151
24005403402,"Pikesville, MD",0.0151
24510250103,"Violetville, Baltimore, MD",0.015
24005420800,"Dundalk, MD",0.0149
24510270402,"Glenham-Belford, Baltimore, MD",0.0148
24005491402,"Parkville, MD",0.0148
24003751200,"Linthicum Heights, MD",0.0148
24005492002,"Parkville, MD",0.0148
24003750102,"Baltimore, MD",0.0146
24510280101,"Reisterstown Station, Baltimore, MD",0.0145
24003751103,"Glen Burnie, MD",0.0144
24005402403,"Gwynn Oak, Baltimore, MD",0.0144
24510272004,"Cheswolde, Baltimore, MD",0.0141
24510270502,"North Harford Road, Baltimore, MD",0.014
24005451802,"Middle River, MD",0.014
24005420701,"Dundalk, MD",0.014
24005490800,"Towson, MD",0.014
24510270801,"Idlewood, Baltimore, MD",0.0136
24005430101,"Lansdowne - Baltimore Highlands, Lansdowne, MD",0.0136
24027606901,"Savage, Jessup, MD",0.0134
24510030100,"Perkins Homes, Baltimore, MD",0.0134
24005420303,"Dundalk, MD",0.0133
24005430900,"Baltimore, MD",0.0131
24005430700,"Halethorpe, MD",0.0129
24005411407,"Parkville, MD",0.0128
24027606606,"Long Reach, Columbia, MD",0.0128
24510261000,"Patterson Park, Baltimore, MD",0.0127
24005451500,"Middle River, MD",0.0127
24005400900,"Catonsville, MD",0.0126
24005402506,"Randallstown, MD",0.0126
24005441101,"Rosedale, MD",0.0125
24510280403,"Westgate, Baltimore, MD",0.0122
24003730100,"Chestnut Hill Cove, Riviera Beach, MD",0.0122
24510040100,"Downtown, Baltimore, MD",0.012
24510272007,"Fallstaff, Baltimore, MD",0.0119
24005400600,"Catonsville, MD",0.0119
24510150500,"Burleith-Leighton, Baltimore, MD",0.0119
24005451402,"Middle River, MD",0.0117
24005430400,"Halethorpe, MD",0.0116
24027606607,"Long Reach, Columbia, MD",0.0116
24005401504,"Catonsville, MD",0.0115
24510120700,"Remington, Baltimore, MD",0.0115
24003750803,"Glen Burnie, MD",0.0114
24510110200,"Downtown, Baltimore, MD",0.0114
24027601103,"West Elkridge, Elkridge, MD",0.0113
24005420600,"Baltimore, MD",0.0113
24510160400,"Midtown Edmondson, Baltimore, MD",0.0111
24005403602,"Baltimore, MD",0.011
24005441102,"Rosedale, MD",0.011
24510270703,"North Harford Road, Baltimore, MD",0.0109
24510271802,"Langston Hughes, Baltimore, MD",0.0108
24005450800,"Essex, MD",0.0104
24510010500,"Upper Fells Point, Baltimore, MD",0.0102
24510250203,"Cherry Hill, Baltimore, MD",0.0101
24005411302,"White Marsh, MD",0.0098
24005440400,"Baltimore, MD",0.0097
24510250206,"Morrell Park, Baltimore, MD",0.0096
24005403803,"Pikesville, MD",0.0096
24005440100,"Baltimore, MD",0.0095
24005403100,"Gwynn Oak, Pikesville, MD",0.0093
24005411308,"Nottingham, MD",0.0092
24510271101,"Radnor - Winston, Baltimore, MD",0.0091
24027602700,"Taylor Village, Ellicott City, MD",0.0089
24005421101,"Baltimore, MD",0.0088
24005492102,"Parkville, MD",0.0088
24005440800,"Rosedale, MD",0.0087
24027601204,"Elkridge, MD",0.0087
24005451100,"Essex, MD",0.0086
24510270600,"Harford - Echodale - Perring Parkway, Baltimore, MD",0.0085
24005430104,"Lansdowne - Baltimore Highlands, Halethorpe, MD",0.0084
24005491202,"Towson, MD",0.0084
24510260401,"Armistead Gardens, Baltimore, MD",0.0083
24005403401,"Pikesville, MD",0.0081
24003750203,"Baltimore, MD",0.0081
24510150800,"Garwyn Oaks, Baltimore, MD",0.008
24005411309,"Perry Hall, MD",0.008
24510120201,"Baltimore, MD",0.0079
24027602600,"Ellicott City, MD",0.0079
24005440600,"Rosedale, MD",0.0078
24003750101,"Brooklyn Park, MD",0.0078
24510272003,"Baltimore, MD",0.0077
24005451702,"Middle River, MD",0.0077
24510220100,"Baltimore, MD",0.0077
24003750804,"Glen Burnie, MD",0.0076
24005420100,"Dundalk, MD",0.0075
24005440500,"Nottingham, MD",0.0074
24510070300,"Milton - Montford, Baltimore, MD",0.0073
24510260605,"Medford - Broening, Baltimore, MD",0.0073
24005491300,"Baltimore, MD",0.0068
24005411303,"Nottingham, MD",0.0067
24003740102,"Hanover, MD",0.0067
24510160300,"Sandtown-Winchester, Baltimore, MD",0.0066
24005451900,"Edgemere, MD",0.0065
24510020200,"Upper Fells Point, Baltimore, MD",0.0063
24005450100,"Rosedale, MD",0.0062
24005420500,"Baltimore, MD",0.0062
24005411408,"Nottingham, MD",0.0061
24005400400,"Catonsville, MD",0.0061
24005403300,"Lochearn, Pikesville, MD",0.006
24005490400,"Towson, MD",0.006
24005491000,"Baltimore, MD",0.0058
24027601107,"Waterloo, Elkridge, MD",0.0056
24510130803,"Medfield, Baltimore, MD",0.0056
24005440900,"Rosedale, MD",0.0054
24005403802,"Pikesville, MD",0.0051
24005490500,"Towson, MD",0.0051
24510010300,"Canton, Baltimore, MD",0.0049
24027602302,"Columbia, MD",0.0046
24510271300,"Roland Park, Baltimore, MD",0.0045
24510270302,"Waltherson, Baltimore, MD",0.0043
24510240200,"Riverside, Baltimore, MD",0.0043
24005450501,"Essex, MD",0.0042
24510272005,"Cross Country, Baltimore, MD",0.0042
24027602900,"Normandy, Ellicott City, MD",0.0041
24005490603,"Baltimore, MD",0.004
24005440200,"Nottingham, MD",0.004
24005403702,"Pikesville, MD",0.0039
24510130804,"Hampden, Baltimore, MD",0.0039
24027602100,"Ellicott City, MD",0.0039
24510271503,"Cross Keys, Baltimore, MD",0.0039
24005402407,"Windsor Mill, Milford Mill, MD",0.0036
24005403701,"Owings Mills, MD",0.0036
24003751000,"Glen Burnie, MD",0.0035
24005403601,"Baltimore, MD",0.0033
24005411306,"Nottingham, MD",0.0031
24510271200,"Homeland, Baltimore, MD",0.0029
24005400200,"Catonsville, MD",0.0029
24003750900,"Glen Burnie, MD",0.0028
24005430600,"Relay, Halethorpe, MD",0.0026
24003750400,"Linthicum Heights, MD",0.0023
24005402202,"Baltimore County, MD",0.0022
24005430800,"Halethorpe, MD",0.0016
24005420900,"Dundalk, MD",0.0014
24510260800,"Baltimore Highlands, Baltimore, MD",0.0008
24003731308,"Pasadena, MD",0.0003
24510272006,"Glen, Baltimore, MD",0.0002
24005491100,"Baltimore, MD",0.0001
24510260303,"Claremont - Freedom, Baltimore, MD",0
24510120202,"Baltimore, MD",0
24005403500,"Pikesville, MD",0
24510020300,"Fells Point, Baltimore, MD",0
24510210100,"Pigtown, Baltimore, MD",0
24005401503,"Catonsville, MD",0
24510250600,"Brooklyn, Baltimore, MD",0
24005490602,"Baltimore, MD",0
24005490601,"Baltimore, MD",0
24510130700,"Hampden, Baltimore, MD",0
24510261100,"Canton, Baltimore, MD",0
24005401400,"Catonsville, MD",0
24005491900,"Parkville, MD",0
24005402602,"Randallstown, MD",0
24510120100,"Tuscany - Canterbury, Baltimore, MD",0
24005400500,"Catonsville, MD",0
24510200701,"Allendale, Baltimore, MD",0
24510040200,"Downtown, Baltimore, MD",0
24027601105,"Ellicott City, MD",0
24510271501,"Mount Washington, Baltimore, MD",0
24510130805,"Cold Springs, Baltimore, MD",0
24510271102,"Mid-Charles, Baltimore, MD",0
24005492500,"Baltimore, MD",
24005490605,"Towson, MD",
24005980200,"Lansdowne - Baltimore Highlands, Halethorpe, MD",
24510100300,"Penn - Fallsway, Baltimore, MD",
24003980000,"Linthicum Heights, MD",
